drug_name,drug_name_en,drug_synonyms,targets,mechanism_of_action,research_institution,drug_category_1,drug_category_2,drug_category_3,drug_tag,pharmacological_type,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,disease_area,npuid,originator_country,highest_phase_indication_standard,global_highest_phase_all_indication,global_highest_phase_all_indication_date,global_highest_phase_all_indication_standard,research_institution_count,is_cyclic_peptide,is_rare_disease,is_top20_mnc,top20_mnc_list,originator_company_list,count_originator,research_institution_list,therapeutic_area_list,count_therapeutic_area,therapeutic_area_primary,therapeutic_area_secondary,therapeutic_area_tertiary,global_highest_phase_all_indication_sort_val,highest_phase_standard_sort_val,therapeutic_area_primary_en,therapeutic_area_secondary_en,therapeutic_area_tertiary_en,indications_json
WO2025151982A1,WO2025151982A1,WO2025151982A1,PSMA;SSTR2,anti-PSMA×SSTR2多肽偶联核素;68Ga标记的PET药物,北京协和医院(原研);北京师范大学(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物;Potential First-in-Class,68Ga标记的PET药物;多肽偶联核素,临床前,,Active,肿瘤领域,DR082544,中国(内地),pre-clinical,临床前,,pre-clinical,2,TRUE,FALSE,FALSE,[],"['北京协和医院', '北京师范大学']",2,"['北京协和医院(原研)', '北京师范大学(原研)']",['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""前列腺癌"", ""indication_en"": ""prostate cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""PET显像"", ""indication_en"": ""PET imaging"", ""therapeutic_area"": ""诊断试剂领域"", ""therapeutic_area_en"": ""Diagnostic Reagents"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025153102A1,WO2025153102A1,WO2025153102A1,αvβ3,177Lu标记的放射性药物;anti-αvβ3多肽偶联核素,深景医药(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽,多肽偶联核素;177Lu标记的放射性药物,临床前,,Active,肿瘤领域,DR082564,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['深景医药'],1,['深景医药(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""肿瘤"", ""indication_en"": ""tumor"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025160448A1,WO2025160448A1,WO2025160448A1,B7-H3,anti-B7-H3多肽偶联核素;225Ac标记的放射性药物,Mariana Oncology(Novartis)(Top20 MNC)(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;Potential First-in-Class,多肽偶联核素;225Ac标记的放射性药物,临床前,,Active,肿瘤领域,DR082865,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['Mariana Oncology(Novartis)'],['Mariana Oncology(Novartis)'],1,['Mariana Oncology(Novartis)(Top20 MNC)(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""癌症"", ""indication_en"": ""cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025191093A1,WO2025191093A1,WO2025191093A1,CRAF,CRAF抑制剂,University of Glasgow(原研),创新药,化药,多肽,环肽;差异化疾病;Potential First-in-Class;Ras-Raf信号通路,抑制剂,临床前,,Active,肿瘤领域,DR085518,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['University of Glasgow'],1,['University of Glasgow(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""癌症"", ""indication_en"": ""cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""自身免疫性疾病"", ""indication_en"": ""autoimmune disease"", ""therapeutic_area"": ""免疫领域"", ""therapeutic_area_en"": ""Immunology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025193569A1,WO2025193569A1,WO2025193569A1,LAG3;MHC-II,LAG3×MHC-II蛋白蛋白相互作用抑制剂,Bristol-Myers Squibb(Top20 MNC)(原研),创新药,化药,多肽,环肽;Potential First-in-Class;肿瘤免疫,蛋白蛋白相互作用抑制剂,临床前,,Active,肿瘤领域,DR085669,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['Bristol-Myers Squibb'],['Bristol-Myers Squibb'],1,['Bristol-Myers Squibb(Top20 MNC)(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""癌症"", ""indication_en"": ""cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025199179A2,WO2025199179A2,WO2025199179A2,oxytocin,oxytocin类似物,Tonix Pharmaceuticals(原研),创新药,生物,多肽,环肽;差异化疾病,类似物,临床前,,Active,精神领域,DR086088,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Tonix Pharmaceuticals'],1,['Tonix Pharmaceuticals(原研)'],['精神领域'],1,精神领域,,,-1,-1,Psychiatry,,,"[{""indication"": ""饮食障碍"", ""indication_en"": ""eating disorder"", ""therapeutic_area"": ""精神领域"", ""therapeutic_area_en"": ""Psychiatry"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""头痛"", ""indication_en"": ""Headache"", ""therapeutic_area"": ""麻醉镇痛领域"", ""therapeutic_area_en"": ""Anesthesia & Analgesia"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025214417A1,WO2025214417A1,WO2025214417A1,EGFR,EGFR抑制剂,元思生肽(原研),创新药,化药,多肽,环肽;受体酪氨酸激酶,抑制剂,临床前,,Active,肿瘤领域,DR087082,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['元思生肽'],1,['元思生肽(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""癌症"", ""indication_en"": ""cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025218677A1,WO2025218677A1,WO2025218677A1,αvβ6;αvβ3;FAP,anti-αvβ6×αvβ3×FAP多肽偶联核素;68Ga标记的PET药物,范恩柯尔(原研),创新药,化药,放射性药物;多肽;偶联药物,环肽;诊断用放射性药物;Potential First-in-Class,68Ga标记的PET药物;多肽偶联核素,临床前,,Active,肿瘤领域,DR087567,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['范恩柯尔'],1,['范恩柯尔(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""肿瘤"", ""indication_en"": ""tumor"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""PET显像"", ""indication_en"": ""PET imaging"", ""therapeutic_area"": ""诊断试剂领域"", ""therapeutic_area_en"": ""Diagnostic Reagents"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025218677A1-1,WO2025218677A1-1,WO2025218677A1-1,αvβ6;αvβ3;FAP,177Lu标记的放射性药物;anti-αvβ6×αvβ3×FAP多肽偶联核素,范恩柯尔(原研),创新药,化药,放射性药物;多肽;偶联药物,环肽;治疗用放射性药物;Potential First-in-Class,177Lu标记的放射性药物;多肽偶联核素,临床前,,Active,肿瘤领域,DR087569,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['范恩柯尔'],1,['范恩柯尔(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""肿瘤"", ""indication_en"": ""tumor"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025224598A1,WO2025224598A1,WO2025224598A1,HER2,anti-HER2多肽偶联核素;177Lu标记的放射性药物,Novartis(Top20 MNC)(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;治疗用放射性药物;受体酪氨酸激酶;Potential First-in-Class,多肽偶联核素;177Lu标记的放射性药物,临床前,,Active,肿瘤领域,DR088078,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,TRUE,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""癌症"", ""indication_en"": ""cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025228156A1,WO2025228156A1,WO2025228156A1,URAT1,多肽偶联药物;siRNA疗法,炫景生物(原研),创新药,化药,核酸;多肽;偶联药物,环肽;小核酸;Potential First-in-Class;尿酸代谢通路,siRNA疗法;多肽偶联药物,临床前,,Active,内分泌及代谢领域,DR088580,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['炫景生物'],1,['炫景生物(原研)'],['内分泌及代谢领域'],1,内分泌及代谢领域,,,-1,-1,Endocrinology & Metabolism,,,"[{""indication"": ""高尿酸血症"", ""indication_en"": ""hyperuricemia"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025232577A1,WO2025232577A1,WO2025232577A1,OXTR,OXTR拮抗剂,羚诺生物(原研),创新药,化药,多肽,环肽;G蛋白偶联受体,拮抗剂,临床前,,Active,泌尿生殖领域,DR089039,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['羚诺生物'],1,['羚诺生物(原研)'],['泌尿生殖领域'],1,泌尿生殖领域,,,-1,-1,Genitourinary,,,"[{""indication"": ""早产"", ""indication_en"": ""premature birth"", ""therapeutic_area"": ""泌尿生殖领域"", ""therapeutic_area_en"": ""Genitourinary"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025236772A1,WO2025236772A1,WO2025236772A1,melanocortin receptor,melanocortin receptor激动剂,万邦德制药(原研),创新药,化药,多肽,环肽;差异化疾病;G蛋白偶联受体;Potential First-in-Class,激动剂,临床前,,Active,内分泌及代谢领域,DR089479,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['万邦德制药'],1,['万邦德制药(原研)'],['内分泌及代谢领域'],1,内分泌及代谢领域,,,-1,-1,Endocrinology & Metabolism,,,"[{""indication"": ""糖尿病"", ""indication_en"": ""diabetes"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""肥胖"", ""indication_en"": ""obesity"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""血脂异常"", ""indication_en"": ""dyslipidemia"", ""therapeutic_area"": ""心脑血管领域"", ""therapeutic_area_en"": ""Cardiovascular & Cerebrovascular"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025245483A1,WO2025245483A1,WO2025245483A1,MC4R,MC4R激动剂,Flagship Pioneering(原研),创新药,化药,多肽,环肽;G蛋白偶联受体;瘦素-黑皮素通路,激动剂,临床前,,Active,内分泌及代谢领域,DR089783,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Flagship Pioneering'],1,['Flagship Pioneering(原研)'],['内分泌及代谢领域'],1,内分泌及代谢领域,,,-1,-1,Endocrinology & Metabolism,,,"[{""indication"": ""肥胖"", ""indication_en"": ""obesity"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025246257A1,WO2025246257A1,WO2025246257A1,PPID;PPIA,PPIA抑制剂;PPID抑制剂,睿诺医疗科技(原研),创新药,生物,多肽,环肽;Potential First-in-Class,抑制剂,临床前,,Active,肿瘤领域,DR090011,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['睿诺医疗科技'],1,['睿诺医疗科技(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""癌症"", ""indication_en"": ""cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025249754A1,WO2025249754A1,WO2025249754A1,IL-1β,IL-1β抑制剂,EyebioKorea(原研),创新药,化药,小分子,环肽;中国无申报;Potential First-in-Class,抑制剂,临床前,,Active,免疫领域,DR090094,韩国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['EyebioKorea'],1,['EyebioKorea(原研)'],['免疫领域'],1,免疫领域,,,-1,-1,Immunology,,,"[{""indication"": ""炎症(未指明)"", ""indication_en"": ""Inflammation (unspecified)"", ""therapeutic_area"": ""免疫领域"", ""therapeutic_area_en"": ""Immunology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WO2025255635A1,WO2025255635A1,WO2025255635A1,MC5R,MC5R激动剂,Monash University(原研),创新药,生物,多肽,环肽;G蛋白偶联受体;中国无申报,激动剂,临床前,,Active,内分泌及代谢领域,DR090722,澳大利亚,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Monash University'],1,['Monash University(原研)'],['内分泌及代谢领域'],1,内分泌及代谢领域,,,-1,-1,Endocrinology & Metabolism,,,"[{""indication"": ""糖尿病"", ""indication_en"": ""diabetes"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
WP-101,WP-101,WP-101,not available,多肽类抗生素,WellPep(原研),创新药,化药,多肽,环肽;差异化疾病;中国无申报,多肽类抗生素,临床前,,Active,感染领域;泌尿生殖领域,DR084192,韩国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['WellPep'],1,['WellPep(原研)'],"['感染领域', '泌尿生殖领域']",2,感染领域,泌尿生殖领域,,-1,-1,Infectious Diseases,Genitourinary,,"[{""indication"": ""尿路感染"", ""indication_en"": ""urinary tract infection"", ""therapeutic_area"": ""感染领域"", ""therapeutic_area_en"": ""Infectious Diseases"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""脓毒症"", ""indication_en"": ""sepsis"", ""therapeutic_area"": ""感染领域"", ""therapeutic_area_en"": ""Infectious Diseases"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""肺炎"", ""indication_en"": ""pneumonia"", ""therapeutic_area"": ""呼吸领域"", ""therapeutic_area_en"": ""Respiratory"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
XTR024,XTR024,XTR024,SSTR,225Ac标记的放射性药物,先通医药(原研),创新药,其他,放射性药物;其他,环肽;治疗用放射性药物;Potential First-in-Class,225Ac标记的放射性药物,临床前,,Active,肿瘤领域;罕见疾病领域,DR080227,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,TRUE,FALSE,[],['先通医药'],1,['先通医药(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""小细胞肺癌"", ""indication_en"": ""small cell lung cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""神经内分泌肿瘤"", ""indication_en"": ""neuroendocrine tumors"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
ZP BNP,ZP BNP (nesiritide patch),ZP BNP;ZP BNP (奈西立肽贴剂);ZP BNP (nesiritide patch),BNP,重组BNP,Zosano Pharma(原研),微创新,生物,多肽,环肽,重组,I期临床,,Active,心脑血管领域,DR059743,美国,phase 1,I期临床,,phase 1,1,TRUE,FALSE,FALSE,[],['Zosano Pharma'],1,['Zosano Pharma(原研)'],['心脑血管领域'],1,心脑血管领域,,,1,1,Cardiovascular & Cerebrovascular,,,"[{""indication"": ""急性失代偿性心力衰竭"", ""indication_en"": ""acute decompensated heart failure"", ""therapeutic_area"": ""心脑血管领域"", ""therapeutic_area_en"": ""Cardiovascular & Cerebrovascular"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}]"
ZP10068,ZP10068,ZP10068,C3,C3抑制剂,Alexion Pharmaceuticals(AstraZeneca)(Top20 MNC);Zealand Pharma(原研),创新药,化药,多肽,环肽;中国无申报,抑制剂,临床前,,Active,免疫领域,DR025543,欧洲,pre-clinical,临床前,,pre-clinical,2,TRUE,FALSE,TRUE,['Alexion Pharmaceuticals(AstraZeneca)'],['Zealand Pharma'],1,"['Alexion Pharmaceuticals(AstraZeneca)(Top20 MNC)', 'Zealand Pharma(原研)']",['免疫领域'],1,免疫领域,,,-1,-1,Immunology,,,"[{""indication"": ""炎症(未指明)"", ""indication_en"": ""Inflammation (unspecified)"", ""therapeutic_area"": ""免疫领域"", ""therapeutic_area_en"": ""Immunology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
ZP9830,ZP9830,ZP9830;ZP 9830,Kv1.3,Kv1.3阻断剂,Zealand Pharma(原研),创新药,化药,多肽,环肽,阻断剂,I期临床,2024/11/12,Active,免疫领域,DR065642,欧洲,phase 1,I期临床,2024/11/12,phase 1,1,TRUE,FALSE,FALSE,[],['Zealand Pharma'],1,['Zealand Pharma(原研)'],['免疫领域'],1,免疫领域,,,1,1,Immunology,,,"[{""indication"": ""自身免疫性疾病"", ""indication_en"": ""autoimmune disease"", ""therapeutic_area"": ""免疫领域"", ""therapeutic_area_en"": ""Immunology"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}, {""indication"": ""炎症性肠病"", ""indication_en"": ""inflammatory bowel disease"", ""therapeutic_area"": ""免疫领域"", ""therapeutic_area_en"": ""Immunology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
[111In]In-BCY18469,[111In]In-BCY18469,[111In]In-BCY18469,EphA2,含铟放射性示踪剂;anti-EphA2多肽偶联核素,Bicycle Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物;受体酪氨酸激酶;Potential First-in-Class,含铟放射性示踪剂;多肽偶联核素,临床前,,Active,肿瘤领域,DR074871,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Bicycle Therapeutics'],1,['Bicycle Therapeutics(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""肿瘤"", ""indication_en"": ""tumor"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""SPECT显像"", ""indication_en"": ""SPECT imaging"", ""therapeutic_area"": ""诊断试剂领域"", ""therapeutic_area_en"": ""Diagnostic Reagents"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
[149Tb]Tb-DOTA-LM3,[149Tb]Tb-DOTA-LM3,[149Tb]Tb-DOTA-LM3,SSTR2,149Tb标记的放射性药物;anti-SSTR2多肽偶联核素,Paul Scherrer Institute(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;治疗用放射性药物;Potential First-in-Class,多肽偶联核素;149Tb标记的放射性药物,临床前,2025/3/31,Active,肿瘤领域,DR081317,欧洲,pre-clinical,临床前,2025/3/31,pre-clinical,1,TRUE,FALSE,FALSE,[],['Paul Scherrer Institute'],1,['Paul Scherrer Institute(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""肿瘤"", ""indication_en"": ""tumor"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
[149Tb]Tb-DOTATATE,[149Tb]Tb-DOTATATE,[149Tb]Tb-DOTATATE,SSTR,anti-SSTR多肽偶联核素;149Tb标记的放射性药物,Paul Scherrer Institute(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;治疗用放射性药物;Potential First-in-Class,多肽偶联核素;149Tb标记的放射性药物,临床前,2025/3/31,Active,肿瘤领域,DR081316,欧洲,pre-clinical,临床前,2025/3/31,pre-clinical,1,TRUE,FALSE,FALSE,[],['Paul Scherrer Institute'],1,['Paul Scherrer Institute(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""肿瘤"", ""indication_en"": ""tumor"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
