drug_name,targets,mechanism_of_action,research_institution,indication_original,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,drug_category_3,drug_category_2,drug_tag,pharmacological_type,drug_category_1,drug_synonyms,carrier_type,disease_area,formulation_china,npuid,additional_data,originator_country,originator_rightsregion,china_highest_phase,usa_highest_phase,china_highest_phase_start_date,usa_highest_phase_start_date,highest_phase_indication_standard,global_highest_phase_all_indication,global_highest_phase_all_indication_date,global_highest_phase_all_indication_standard,research_institution_count,is_cyclic_peptide,is_rare_disease,is_top20_mnc,top20_mnc_list,originator_company_list,count_originator,research_institution_list,therapeutic_area_norm,indication,therapeutic_area_list,count_therapeutic_area,therapeutic_area_primary,therapeutic_area_secondary,therapeutic_area_tertiary,global_highest_phase_all_indication_sort_val,highest_phase_standard_sort_val,therapeutic_area_norm_en,therapeutic_area_primary_en,therapeutic_area_secondary_en,therapeutic_area_tertiary_en,indication_en,drug_name_en,drug_synonyms_en
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),多发性内分泌肿瘤(差异化疾病),II期临床,2009-10-07,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,肿瘤领域;罕见疾病领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,1988-10-21,approved,1,True,True,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],肿瘤领域,多发性内分泌肿瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,multiple endocrine neoplasms,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),脑膜血管外皮细胞瘤(差异化疾病),II期临床,,Active,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,肿瘤领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],肿瘤领域,脑膜血管外皮细胞瘤,['肿瘤领域'],1,肿瘤领域,,,5,2,Oncology,Oncology,,,Meningeal hemangiopericytoma,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),超重(差异化疾病),II期临床,2004-10-15,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,内分泌及代谢领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,II期临床,,2004-10-15,phase 2,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],内分泌及代谢领域,超重,['内分泌及代谢领域'],1,内分泌及代谢领域,,,5,2,Endocrinology & Metabolism,Endocrinology & Metabolism,,,overweight,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),特发性肺纤维化(差异化疾病),I/II期临床,2007-04-20,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,呼吸领域;罕见疾病领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 2,批准上市,1988-10-21,approved,1,True,True,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],呼吸领域,特发性肺纤维化,['呼吸领域'],1,呼吸领域,,,5,2,Respiratory,Respiratory,,,idiopathic pulmonary fibrosis,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),门静脉高压,I/II期临床,2010-08-25,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,消化领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,I期临床,,2014-03-10,,phase 2,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],消化领域,门静脉高压,['消化领域'],1,消化领域,,,5,2,Digestive System,Digestive System,,,portal hypertension,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),体位性心动过速综合征(差异化疾病),I/II期临床,2005-12-06,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,心脑血管领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,I/II期临床,,2005-12-06,phase 2,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],心脑血管领域,体位性心动过速综合征,['心脑血管领域'],1,心脑血管领域,,,5,2,Cardiovascular & Cerebrovascular,Cardiovascular & Cerebrovascular,,,postural tachycardia syndrome,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),实体瘤,I期临床,2004-05-24,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,肿瘤领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,I期临床,,2004-05-24,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],肿瘤领域,实体瘤,['肿瘤领域'],1,肿瘤领域,,,5,1,Oncology,Oncology,,,solid tumors,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),2型糖尿病(差异化疾病),I期临床,2024-06-21,Active,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,内分泌及代谢领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,I期临床,,2024-06-21,,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],内分泌及代谢领域,2型糖尿病,['内分泌及代谢领域'],1,内分泌及代谢领域,,,5,1,Endocrinology & Metabolism,Endocrinology & Metabolism,,,type 2 diabetes,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),肠易激综合征(差异化疾病),I期临床,2008-01-02,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,消化领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,I期临床,,2008-01-02,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],消化领域,肠易激综合征,['消化领域'],1,消化领域,,,5,1,Digestive System,Digestive System,,,irritable bowel syndrome,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),代谢相关脂肪性肝病(差异化疾病),I期临床,2023-11-13,Active,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,消化领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,I期临床,,2023-11-13,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],消化领域,代谢相关脂肪性肝病,['消化领域'],1,消化领域,,,5,1,Digestive System,Digestive System,,,metabolic related fatty liver disease,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),急性肾损伤(差异化疾病),I期临床,2020-08-21,Unknown,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,泌尿生殖领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],泌尿生殖领域,急性肾损伤,['泌尿生殖领域'],1,泌尿生殖领域,,,5,1,Genitourinary,Genitourinary,,,acute kidney injury,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),糖尿病黄斑水肿(差异化疾病),I期临床,2025-03-18,Active,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,眼科领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,I期临床,,2025-03-18,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],眼科领域,糖尿病黄斑水肿,['眼科领域'],1,眼科领域,,,5,1,Ophthalmology,Ophthalmology,,,diabetic macular edema,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),腹泻,I期临床,2001-08-31,Active,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,消化领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,I期临床,I期临床,2025-01-03,2001-08-31,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],消化领域,腹泻,['消化领域'],1,消化领域,,,5,1,Digestive System,Digestive System,,,diarrhea,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),高胰岛素血症,I期临床,2021-12-29,Unknown,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,内分泌及代谢领域;罕见疾病领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,I期临床,,2021-12-29,,phase 1,批准上市,1988-10-21,approved,1,True,True,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],内分泌及代谢领域,高胰岛素血症,['内分泌及代谢领域'],1,内分泌及代谢领域,,,5,1,Endocrinology & Metabolism,Endocrinology & Metabolism,,,hyperinsulinemia,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),胃神经内分泌肿瘤(差异化疾病),I期临床,2019-01-23,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,肿瘤领域;罕见疾病领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,I期临床,,2019-01-23,,phase 1,批准上市,1988-10-21,approved,1,True,True,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],肿瘤领域,胃神经内分泌肿瘤,['肿瘤领域'],1,肿瘤领域,,,5,1,Oncology,Oncology,,,gastric neuroendocrine tumors,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),胃静脉曲张,I期临床,2017-02-23,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,消化领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],消化领域,胃静脉曲张,['消化领域'],1,消化领域,,,5,1,Digestive System,Digestive System,,,gastric varices,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),原发性神经外胚层肿瘤(差异化疾病),I期临床,2023-10-12,Active,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,肿瘤领域;罕见疾病领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1988-10-21,approved,1,True,True,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],肿瘤领域,原发性神经外胚层肿瘤,['肿瘤领域'],1,肿瘤领域,,,5,1,Oncology,Oncology,,,primary neuroectodermal tumor,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),肠道疾病,I期临床,2018-11-08,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,消化领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],消化领域,肠道疾病,['消化领域'],1,消化领域,,,5,1,Digestive System,Digestive System,,,intestinal diseases,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),小肠癌(差异化疾病),I期临床,2017-02-20,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,肿瘤领域;罕见疾病领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,I期临床,,2017-02-20,phase 1,批准上市,1988-10-21,approved,1,True,True,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],肿瘤领域,小肠癌,['肿瘤领域'],1,肿瘤领域,,,5,1,Oncology,Oncology,,,small bowel cancer,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),壶腹周围癌(差异化疾病),I期临床,2015-09-29,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,肿瘤领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,I期临床,,2015-09-29,,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],肿瘤领域,壶腹周围癌,['肿瘤领域'],1,肿瘤领域,,,5,1,Oncology,Oncology,,,periampullary cancer,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),甲状腺腺瘤,I期临床,2009-12-09,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,肿瘤领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],肿瘤领域,甲状腺腺瘤,['肿瘤领域'],1,肿瘤领域,,,5,1,Oncology,Oncology,,,Thyroid adenoma,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
奥曲肽,somatostatin,somatostatin类似物,Novartis(Top20 MNC)(原研),胰腺切除术(差异化疾病),I期临床,2018-01-16,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,,消化领域,批准上市:注射剂;注射剂(微球),DR066054,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,I期临床,,2018-01-16,,phase 1,批准上市,1988-10-21,approved,1,True,False,True,['Novartis'],['Novartis'],1,['Novartis(Top20 MNC)(原研)'],消化领域,胰腺切除术,['消化领域'],1,消化领域,,,5,1,Digestive System,Digestive System,,,pancreatectomy,octreotide,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁
铟[111In]喷曲肽,SSTR,含铟放射性示踪剂;anti-SSTR多肽偶联核素,Keenova Therapeutics(原研),放射性核素显像,批准上市,2015-09-28,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;诊断用放射性药物,含铟放射性示踪剂;多肽偶联核素,创新药,铟[111In]喷曲肽;indium In-111 pentetreotide;Octreoscan;In111-pentetréotide;pentetreotide;indium-111 pentetreotide;indium-111-Octreoscan;indium-111 pentreotide;111In-DTPA-octreotide;111In-octreotide,,诊断试剂领域,,DR020836,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,II/III期临床,,2007-03-02,approved,批准上市,1994-06-02,approved,1,True,False,False,[],['Keenova Therapeutics'],1,['Keenova Therapeutics(原研)'],诊断试剂领域,放射性核素显像,['诊断试剂领域'],1,诊断试剂领域,,,5,5,Diagnostic Reagents,Diagnostic Reagents,,,radionuclide imaging,indium In-111 pentetreotide,铟[111In]喷曲肽;indium In-111 pentetreotide;Octreoscan;In111-pentetréotide;pentetreotide;indium-111 pentetreotide;indium-111-Octreoscan;indium-111 pentreotide;111In-DTPA-octreotide;111In-octreotide
铟[111In]喷曲肽,SSTR,含铟放射性示踪剂;anti-SSTR多肽偶联核素,Keenova Therapeutics(原研),神经内分泌肿瘤,批准上市,2015-09-28,Active,多肽;放射性药物;偶联药物,化药,环肽;First-in-Class;诊断用放射性药物,含铟放射性示踪剂;多肽偶联核素,创新药,铟[111In]喷曲肽;indium In-111 pentetreotide;Octreoscan;In111-pentetréotide;pentetreotide;indium-111 pentetreotide;indium-111-Octreoscan;indium-111 pentreotide;111In-DTPA-octreotide;111In-octreotide,,肿瘤领域;罕见疾病领域,,DR020836,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,II/III期临床,,2007-03-02,approved,批准上市,1994-06-02,approved,1,True,True,False,[],['Keenova Therapeutics'],1,['Keenova Therapeutics(原研)'],肿瘤领域,神经内分泌肿瘤,['肿瘤领域'],1,肿瘤领域,,,5,5,Oncology,Oncology,,,neuroendocrine tumors,indium In-111 pentetreotide,铟[111In]喷曲肽;indium In-111 pentetreotide;Octreoscan;In111-pentetréotide;pentetreotide;indium-111 pentetreotide;indium-111-Octreoscan;indium-111 pentreotide;111In-DTPA-octreotide;111In-octreotide
